userPrincipalName,displayName,department,jobTitle,jobFamily,costCenter,businessUnit,usageLocation,country,manager,companyName
user000501@example.com,Sloan Martin,Data & Analytics,Data Scientist,Data Scientist,CC-DATA-5351,Product & Analytics,US,US,data.mgr01@example.com,Contoso Ltd
user000502@example.com,Sloan Chen,Government Programs,Medicaid Liaison,Medicaid Liaison,CC-GOVT-6236,Corporate,US,US,government.mgr01@example.com,Contoso Ltd
user000504@example.com,Rowan Chen,Member Services,CSR,CSR,CC-MBRS-7268,Corporate,IN,IN,member.mgr02@example.com,Contoso Ltd
user000505@example.com,Sutton Lopez,Network Management,Network Analyst,Network Analyst,CC-NTWK-4645,Corporate,US,US,network.mgr03@example.com,Contoso Ltd
user000506@example.com,Hayden Harris,Claims Processing,Claims Auditor,Claims Auditor,CC-CLMS-4306,Claims & Benefits,US,US,claims.mgr01@example.com,Contoso Ltd
user000507@example.com,Blake Taylor,Member Services,Quality Analyst,Quality Analyst,CC-MBRS-4842,Corporate,PH,PH,member.mgr04@example.com,Contoso Ltd
user000508@example.com,Riley Johnson,Member Services,Quality Analyst,Quality Analyst,CC-MBRS-4965,Corporate,US,US,member.mgr01@example.com,Contoso Ltd
user000509@example.com,Finley Garcia,Claims Processing,Claims Auditor,Claims Auditor,CC-CLMS-4183,Claims & Benefits,PH,PH,claims.mgr02@example.com,Contoso Ltd
user000510@example.com,Avery Williams,Government Programs,Policy Analyst,Policy Analyst,CC-GOVT-6236,Corporate,US,US,government.mgr03@example.com,Contoso Ltd
user000513@example.com,Alex King,Engineering,Eng Manager,Eng Manager,CC-ENGR-4968,Corporate,US,US,engineering.mgr04@example.com,Contoso Ltd
user000514@example.com,Taylor Thomas,Data & Analytics,Data Analyst,Data Analyst,CC-DATA-5351,Product & Analytics,US,US,data.mgr03@example.com,Contoso Ltd
user000515@example.com,Logan Miller,Human Resources,Recruiter,Recruiter,CC-HRXX-5725,Corporate,US,US,human.mgr01@example.com,Contoso Ltd
user000519@example.com,Marlowe Young,Product Management,Sr PM,Sr PM,CC-PROD-3340,Product & Analytics,US,US,product.mgr02@example.com,Contoso Ltd
user000520@example.com,Logan Jones,Claims Processing,Claims Auditor,Claims Auditor,CC-CLMS-4306,Claims & Benefits,US,US,claims.mgr02@example.com,Contoso Ltd
user000521@example.com,Drew Miller,Data & Analytics,Data Scientist,Data Scientist,CC-DATA-5905,Product & Analytics,IN,IN,data.mgr04@example.com,Contoso Ltd
user000522@example.com,Drew Lee,Sales (Employer Group),Account Executive,Account Executive,CC-SLES-9557,Corporate,US,US,sales.mgr01@example.com,Contoso Ltd
user000523@example.com,Rowan Patel,Actuarial & Underwriting,Underwriter,Underwriter,CC-ACTR-9205,Corporate,US,US,actuarial.mgr04@example.com,Contoso Ltd
user000524@example.com,Kendall Williams,Claims Processing,Claims Auditor,Claims Auditor,CC-CLMS-4306,Claims & Benefits,US,US,claims.mgr03@example.com,Contoso Ltd
user000527@example.com,Taylor Thomas,Government Programs,Medicaid Liaison,Medicaid Liaison,CC-GOVT-6236,Corporate,US,US,government.mgr04@example.com,Contoso Ltd
user000528@example.com,Devon Walker,IT Service Desk,Desktop Admin,Desktop Admin,CC-ITSD-5301,Corporate,US,US,it.mgr01@example.com,Contoso Ltd
user000530@example.com,Reese Miller,Member Services,Escalations Lead,Escalations Lead,CC-MBRS-4965,Corporate,US,US,member.mgr03@example.com,Contoso Ltd
user000531@example.com,Quinn Jackson,Member Services,Escalations Lead,Escalations Lead,CC-MBRS-4965,Corporate,US,US,member.mgr03@example.com,Contoso Ltd
user000532@example.com,Emerson Thomas,Network Management,Provider Relations,Provider Relations,CC-NTWK-4645,Corporate,US,US,network.mgr03@example.com,Contoso Ltd
user000533@example.com,Taylor Wilson,Claims Processing,Recovery Specialist,Recovery Specialist,CC-CLMS-4306,Claims & Benefits,US,US,claims.mgr02@example.com,Contoso Ltd
user000535@example.com,Marlowe Patel,Pharmacy Benefits,Pharmacy Tech,Pharmacy Tech,CC-RXBM-6855,Corporate,US,US,pharmacy.mgr01@example.com,Contoso Ltd
user000537@example.com,Jordan Lopez,Engineering,Platform Engineer,Platform Engineer,CC-ENGR-5096,Corporate,IN,IN,engineering.mgr01@example.com,Contoso Ltd
user000538@example.com,Sam Jones,Legal & Compliance,Privacy Officer,Privacy Officer,CC-LEGL-3735,Corporate,US,US,legal.mgr02@example.com,Contoso Ltd
user000539@example.com,Rowan Hill,Claims Processing,Claims Examiner,Claims Examiner,CC-CLMS-4306,Claims & Benefits,US,US,claims.mgr01@example.com,Contoso Ltd
user000540@example.com,Emerson White,Member Services,Escalations Lead,Escalations Lead,CC-MBRS-7268,Corporate,IN,IN,member.mgr04@example.com,Contoso Ltd
user000541@example.com,Logan Thomas,Member Services,Quality Analyst,Quality Analyst,CC-MBRS-4965,Corporate,US,US,member.mgr01@example.com,Contoso Ltd
user000542@example.com,Reese Harris,Clinical Operations,Care Coordinator,Care Coordinator,CC-CLIN-5440,Clinical & Care,US,US,clinical.mgr02@example.com,Contoso Ltd
user000543@example.com,Cameron Lopez,Government Programs,Medicaid Liaison,Medicaid Liaison,CC-GOVT-6236,Corporate,US,US,government.mgr04@example.com,Contoso Ltd
user000544@example.com,Morgan Chen,Member Services,CSR,CSR,CC-MBRS-4965,Corporate,US,US,member.mgr01@example.com,Contoso Ltd
user000545@example.com,Riley Lee,Pharmacy Benefits,PBM Analyst,PBM Analyst,CC-RXBM-6855,Corporate,US,US,pharmacy.mgr01@example.com,Contoso Ltd
user000546@example.com,Parker Hall,Marketing,Marketing Manager,Marketing Manager,CC-MKTG-9234,Corporate,US,US,marketing.mgr04@example.com,Contoso Ltd
user000548@example.com,Phoenix Martin,Engineering,Platform Engineer,Platform Engineer,CC-ENGR-4968,Corporate,US,US,engineering.mgr03@example.com,Contoso Ltd
user000550@example.com,Skyler Young,Member Services,Escalations Lead,Escalations Lead,CC-MBRS-4842,Corporate,PH,PH,member.mgr02@example.com,Contoso Ltd
user000551@example.com,Sloan Lopez,Actuarial & Underwriting,Underwriter,Underwriter,CC-ACTR-9205,Corporate,US,US,actuarial.mgr03@example.com,Contoso Ltd
user000552@example.com,Sam Harris,IT Service Desk,Tier 1 Tech,Tier 1 Tech,CC-ITSD-5822,Corporate,PH,PH,it.mgr01@example.com,Contoso Ltd
user000553@example.com,Jordan Thomas,IT Service Desk,Desktop Admin,Desktop Admin,CC-ITSD-5301,Corporate,US,US,it.mgr01@example.com,Contoso Ltd
user000554@example.com,Ellis Garcia,Network Management,Network Analyst,Network Analyst,CC-NTWK-4645,Corporate,US,US,network.mgr03@example.com,Contoso Ltd
user000555@example.com,Alex Patel,Claims Processing,Claims Examiner,Claims Examiner,CC-CLMS-4306,Claims & Benefits,US,US,claims.mgr02@example.com,Contoso Ltd
user000557@example.com,Avery Thomas,Data & Analytics,Data Scientist,Data Scientist,CC-DATA-5351,Product & Analytics,US,US,data.mgr04@example.com,Contoso Ltd
user000559@example.com,Logan Johnson,Member Services,Escalations Lead,Escalations Lead,CC-MBRS-4965,Corporate,US,US,member.mgr01@example.com,Contoso Ltd
user000561@example.com,Jamie Brown,Product Management,PM,PM,CC-PROD-3340,Product & Analytics,US,US,product.mgr03@example.com,Contoso Ltd
user000563@example.com,Jamie Johnson,Clinical Operations,Care Coordinator,Care Coordinator,CC-CLIN-5440,Clinical & Care,US,US,clinical.mgr04@example.com,Contoso Ltd
user000564@example.com,Quinn Smith,Data & Analytics,ML Engineer,ML Engineer,CC-DATA-5351,Product & Analytics,US,US,data.mgr04@example.com,Contoso Ltd
user000565@example.com,Hayden Patel,Engineering,Software Engineer,Software Engineer,CC-ENGR-5096,Corporate,IN,IN,engineering.mgr03@example.com,Contoso Ltd
user000566@example.com,Hayden Miller,Pharmacy Benefits,PBM Analyst,PBM Analyst,CC-RXBM-6855,Corporate,US,US,pharmacy.mgr04@example.com,Contoso Ltd
user000567@example.com,Harper Lee,Claims Processing,Claims Examiner,Claims Examiner,CC-CLMS-4306,Claims & Benefits,US,US,claims.mgr02@example.com,Contoso Ltd
user000568@example.com,Jamie Davis,Member Services,Escalations Lead,Escalations Lead,CC-MBRS-4965,Corporate,US,US,member.mgr02@example.com,Contoso Ltd
